No.;Gender;Age;Secundary education;Graduation;First education;Specialization of first education;Second education;Specialization of second education;Third education;Specialization of third education;Total work experience;Experience in public administration;Experience in a municipal institution;Experience in the private sector;Experience in an international organization;Experience relevant to the job role;Native language;Ministry;The industry;Position group;Position;Decision;Year of publication;Duties of the position;Job requirements;Institutions
345;S;1999;n/a;n/a;Bakalaurs;Tirgzinībās un reklāmā;n/a;n/a;n/a;n/a;2021;Nē;Nē;Jā;Nē;n/a;RU;FM;Finanšu;Politikas plānotājs;Vecākais komunikācijas speciālists;noraidīts;2023;"Piedalīties Finanšu ministrijas ES struktūrfondu stratēģiskajā komunikācijā, tai skaitā plaša mēroga komunikācijas kampaņu un pasākumu organizēšanā; Gatavot publiskos preses paziņojumus, rakstus un sadarboties ar ārpakalpojumu sniedzējiem; Nodrošināt digitālo komunikāciju, tai skaitā, Finanšu ministrijas sociālajos tīklos par ES fondu jautājumiem; Nodrošināt ES fondu mājaslapas esfondi.lv administrēšanu.";"Augstākā akadēmiskā vai otrā līmeņa profesionālā augstākā izglītība komunikācijas, sociālo zinātņu vai starptautisko attiecību jomā; Teicamas angļu valodas zināšanas mutiski un rakstiski  - spēja strādāt ar dokumentiem angļu valodā un līdzdarboties sanāksmēs, kuras notiek angļu valodā; Pieredze sabiedrisko attiecību un komunikācijas jomā ilgāka par trīs gadiem; Zināšanas par ES institūcijām, darbības principiem, lēmumu pieņemšanas procesu; Pieredze liela apjoma informācijas atlasīšanā, sagatavošanā un apstrādāšanā; Vēlama pieredze projektu vadībā (pieteikumā lūdzam minēt konkrētus piemērus); Labas iemaņas darbā ar datoru (prasme pielietot Web dizaina programmas tiks uzskatīta par priekšrocību); Ļoti labas saskarsmes un sadarbības prasmes; Prasme uzstāties, pārliecināšanas un argumentācijas prasmes; Atbilstība Valsts civildienesta likuma 7. panta prasībām, saskaņā ar Valsts civildienesta likuma 7. panta 1.1 daļu un 8. panta otro daļu uz amatu var pretendēt persona, kura ir sasniegusi likumā noteikto pensijas vecumu.";Ministry of Finance
346;S;1994;n/a;n/a;Bakalaurs;Komunikācijas zinātnēs;n/a;n/a;n/a;n/a;2017;Nē;Nē;Jā;Nē;5;LV;FM;Finanšu;Politikas plānotājs;Vecākais komunikācijas speciālists;noraidīts;2023;"Piedalīties Finanšu ministrijas ES struktūrfondu stratēģiskajā komunikācijā, tai skaitā plaša mēroga komunikācijas kampaņu un pasākumu organizēšanā; Gatavot publiskos preses paziņojumus, rakstus un sadarboties ar ārpakalpojumu sniedzējiem; Nodrošināt digitālo komunikāciju, tai skaitā, Finanšu ministrijas sociālajos tīklos par ES fondu jautājumiem; Nodrošināt ES fondu mājaslapas esfondi.lv administrēšanu.";"Augstākā akadēmiskā vai otrā līmeņa profesionālā augstākā izglītība komunikācijas, sociālo zinātņu vai starptautisko attiecību jomā; Teicamas angļu valodas zināšanas mutiski un rakstiski  - spēja strādāt ar dokumentiem angļu valodā un līdzdarboties sanāksmēs, kuras notiek angļu valodā; Pieredze sabiedrisko attiecību un komunikācijas jomā ilgāka par trīs gadiem; Zināšanas par ES institūcijām, darbības principiem, lēmumu pieņemšanas procesu; Pieredze liela apjoma informācijas atlasīšanā, sagatavošanā un apstrādāšanā; Vēlama pieredze projektu vadībā (pieteikumā lūdzam minēt konkrētus piemērus); Labas iemaņas darbā ar datoru (prasme pielietot Web dizaina programmas tiks uzskatīta par priekšrocību); Ļoti labas saskarsmes un sadarbības prasmes; Prasme uzstāties, pārliecināšanas un argumentācijas prasmes; Atbilstība Valsts civildienesta likuma 7. panta prasībām, saskaņā ar Valsts civildienesta likuma 7. panta 1.1 daļu un 8. panta otro daļu uz amatu var pretendēt persona, kura ir sasniegusi likumā noteikto pensijas vecumu.";Ministry of Finance
347;S;1989;n/a;n/a;Bakalaurs;Politikas zinātnē;Maģistrs;Starptautiskās attiecībās;DoktorS (zinātniskais grāds);Starptautiskās attiecībās;2022;Nē;Nē;Jā;Nē;Jā;LV;FM;Finanšu;Politikas plānotājs;Vecākais komunikācijas speciālists;noraidīts;2023;"Piedalīties Finanšu ministrijas ES struktūrfondu stratēģiskajā komunikācijā, tai skaitā plaša mēroga komunikācijas kampaņu un pasākumu organizēšanā; Gatavot publiskos preses paziņojumus, rakstus un sadarboties ar ārpakalpojumu sniedzējiem; Nodrošināt digitālo komunikāciju, tai skaitā, Finanšu ministrijas sociālajos tīklos par ES fondu jautājumiem; Nodrošināt ES fondu mājaslapas esfondi.lv administrēšanu.";"Augstākā akadēmiskā vai otrā līmeņa profesionālā augstākā izglītība komunikācijas, sociālo zinātņu vai starptautisko attiecību jomā; Teicamas angļu valodas zināšanas mutiski un rakstiski  - spēja strādāt ar dokumentiem angļu valodā un līdzdarboties sanāksmēs, kuras notiek angļu valodā; Pieredze sabiedrisko attiecību un komunikācijas jomā ilgāka par trīs gadiem; Zināšanas par ES institūcijām, darbības principiem, lēmumu pieņemšanas procesu; Pieredze liela apjoma informācijas atlasīšanā, sagatavošanā un apstrādāšanā; Vēlama pieredze projektu vadībā (pieteikumā lūdzam minēt konkrētus piemērus); Labas iemaņas darbā ar datoru (prasme pielietot Web dizaina programmas tiks uzskatīta par priekšrocību); Ļoti labas saskarsmes un sadarbības prasmes; Prasme uzstāties, pārliecināšanas un argumentācijas prasmes; Atbilstība Valsts civildienesta likuma 7. panta prasībām, saskaņā ar Valsts civildienesta likuma 7. panta 1.1 daļu un 8. panta otro daļu uz amatu var pretendēt persona, kura ir sasniegusi likumā noteikto pensijas vecumu.";Ministry of Finance
348;S;1996;n/a;n/a;Bakalaurs (profesionālais grāds);Materiālu tehnoloģijā un dizainā;n/a;n/a;n/a;n/a;2020;Nē;Nē;Jā;Nē;3;LV;FM;Finanšu;Politikas plānotājs;Vecākais komunikācijas speciālists;izvēlēts;2023;"Piedalīties Finanšu ministrijas ES struktūrfondu stratēģiskajā komunikācijā, tai skaitā plaša mēroga komunikācijas kampaņu un pasākumu organizēšanā; Gatavot publiskos preses paziņojumus, rakstus un sadarboties ar ārpakalpojumu sniedzējiem; Nodrošināt digitālo komunikāciju, tai skaitā, Finanšu ministrijas sociālajos tīklos par ES fondu jautājumiem; Nodrošināt ES fondu mājaslapas esfondi.lv administrēšanu.";"Augstākā akadēmiskā vai otrā līmeņa profesionālā augstākā izglītība komunikācijas, sociālo zinātņu vai starptautisko attiecību jomā; Teicamas angļu valodas zināšanas mutiski un rakstiski  - spēja strādāt ar dokumentiem angļu valodā un līdzdarboties sanāksmēs, kuras notiek angļu valodā; Pieredze sabiedrisko attiecību un komunikācijas jomā ilgāka par trīs gadiem; Zināšanas par ES institūcijām, darbības principiem, lēmumu pieņemšanas procesu; Pieredze liela apjoma informācijas atlasīšanā, sagatavošanā un apstrādāšanā; Vēlama pieredze projektu vadībā (pieteikumā lūdzam minēt konkrētus piemērus); Labas iemaņas darbā ar datoru (prasme pielietot Web dizaina programmas tiks uzskatīta par priekšrocību); Ļoti labas saskarsmes un sadarbības prasmes; Prasme uzstāties, pārliecināšanas un argumentācijas prasmes; Atbilstība Valsts civildienesta likuma 7. panta prasībām, saskaņā ar Valsts civildienesta likuma 7. panta 1.1 daļu un 8. panta otro daļu uz amatu var pretendēt persona, kura ir sasniegusi likumā noteikto pensijas vecumu.";Ministry of Finance
349;V;1976;n/a;n/a;Bakalaurs (profesionālais grāds);Nekustamā īpašuma pārvaldībā;n/a;n/a;n/a;n/a;2017;Nē;Nē;Jā;Nē;n/a;LV;FM;Finanšu;Politikas plānotājs;Vecākais eksperts;noraidīts;2023;"Valsts politikas publisko iepirkumu, publiskās un privātās partnerības jomā   izstrāde, t.sk. tiesību aktu un plānošanas dokumentu projektu izstrāde, atzinumu izvērtēšana un sniegšana, informācijas un datu apkopošana, aktualizēšana un analizēšana; Ministrijas viedokļa komunikācijā ar citām publiskām personām un privātpersonām pārstāvība, t.sk. ārvalstu institūcijās vai starptautiskajās organizācijās un Eiropas Savienības līmeņa sanāksmēs.";"Augstākā akadēmiskā vai otrā līmeņa augstākā profesionālā izglītība, vēlama tiesību zinātnēs vai ekonomikā; Pieredze darbā publisko iepirkumu vai publiskās un privātās partnerības jomā  ne mazāk kā trīs gadi pēdējo 5 gadu laikā; Pieredze tiesību aktu un politikas plānošanas dokumentu izstrādē tiks uzskatīta par priekšrocību; Vēlamas zināšanas par nozarēm, kas saistītas ar publiskā iepirkuma un publiskās un privātās partnerības  vai valsts nekustamo īpašumu pārvaldīšanas politiku (piemēram, projektu vadību, būvniecību); Labas zināšanas un izpratne par valsts pārvaldes struktūru un darbību, lēmumu pieņemšanas procesu; Labas angļu valodas zināšanas (spēja paust un aizstāvēt savu viedokli komunikācijā ar Eiropas Savienības institūcijām gan rakstiski, gan mutiski); Spēja strādāt paaugstinātas intensitātes apstākļos; Augsta atbildības sajūta un precizitāte; Atbilstība Valsts civildienesta likuma 7. panta prasībām.";Ministry of Finance
350;V;1989;n/a;n/a;Bakalaurs (profesionālais grāds);Muitas un nodokļu administrēšanā;Maģistrs (profesionālais grāds);Muitas un nodokļu administrēšanā;n/a;n/a;2013;Jā;Nē;Jā;Nē;n/a;LV;FM;Finanšu;Politikas plānotājs;Vecākais eksperts;noraidīts;2023;"Valsts politikas publisko iepirkumu, publiskās un privātās partnerības jomā   izstrāde, t.sk. tiesību aktu un plānošanas dokumentu projektu izstrāde, atzinumu izvērtēšana un sniegšana, informācijas un datu apkopošana, aktualizēšana un analizēšana; Ministrijas viedokļa komunikācijā ar citām publiskām personām un privātpersonām pārstāvība, t.sk. ārvalstu institūcijās vai starptautiskajās organizācijās un Eiropas Savienības līmeņa sanāksmēs.";"Augstākā akadēmiskā vai otrā līmeņa augstākā profesionālā izglītība, vēlama tiesību zinātnēs vai ekonomikā; Pieredze darbā publisko iepirkumu vai publiskās un privātās partnerības jomā  ne mazāk kā trīs gadi pēdējo 5 gadu laikā; Pieredze tiesību aktu un politikas plānošanas dokumentu izstrādē tiks uzskatīta par priekšrocību; Vēlamas zināšanas par nozarēm, kas saistītas ar publiskā iepirkuma un publiskās un privātās partnerības  vai valsts nekustamo īpašumu pārvaldīšanas politiku (piemēram, projektu vadību, būvniecību); Labas zināšanas un izpratne par valsts pārvaldes struktūru un darbību, lēmumu pieņemšanas procesu; Labas angļu valodas zināšanas (spēja paust un aizstāvēt savu viedokli komunikācijā ar Eiropas Savienības institūcijām gan rakstiski, gan mutiski); Spēja strādāt paaugstinātas intensitātes apstākļos; Augsta atbildības sajūta un precizitāte; Atbilstība Valsts civildienesta likuma 7. panta prasībām.";Ministry of Finance
351;V;1989;n/a;n/a;Bakalaurs;Ekonomikā;n/a;n/a;n/a;n/a;2011;Nē;Nē;Jā;Nē;6;LV;FM;Finanšu;Politikas plānotājs;Vecākais eksperts;noraidīts;2023;"Valsts politikas publisko iepirkumu, publiskās un privātās partnerības jomā   izstrāde, t.sk. tiesību aktu un plānošanas dokumentu projektu izstrāde, atzinumu izvērtēšana un sniegšana, informācijas un datu apkopošana, aktualizēšana un analizēšana; Ministrijas viedokļa komunikācijā ar citām publiskām personām un privātpersonām pārstāvība, t.sk. ārvalstu institūcijās vai starptautiskajās organizācijās un Eiropas Savienības līmeņa sanāksmēs.";"Augstākā akadēmiskā vai otrā līmeņa augstākā profesionālā izglītība, vēlama tiesību zinātnēs vai ekonomikā; Pieredze darbā publisko iepirkumu vai publiskās un privātās partnerības jomā  ne mazāk kā trīs gadi pēdējo 5 gadu laikā; Pieredze tiesību aktu un politikas plānošanas dokumentu izstrādē tiks uzskatīta par priekšrocību; Vēlamas zināšanas par nozarēm, kas saistītas ar publiskā iepirkuma un publiskās un privātās partnerības  vai valsts nekustamo īpašumu pārvaldīšanas politiku (piemēram, projektu vadību, būvniecību); Labas zināšanas un izpratne par valsts pārvaldes struktūru un darbību, lēmumu pieņemšanas procesu; Labas angļu valodas zināšanas (spēja paust un aizstāvēt savu viedokli komunikācijā ar Eiropas Savienības institūcijām gan rakstiski, gan mutiski); Spēja strādāt paaugstinātas intensitātes apstākļos; Augsta atbildības sajūta un precizitāte; Atbilstība Valsts civildienesta likuma 7. panta prasībām.";Ministry of Finance
352;V;1991;n/a;n/a;Bakalaurs;Āzijas studijās;n/a;n/a;n/a;n/a;2015;Jā;Nē;Jā;Nē;8;LV;FM;Finanšu;Politikas plānotājs;Vecākais eksperts;izvēlēts;2023;"Valsts politikas publisko iepirkumu, publiskās un privātās partnerības jomā   izstrāde, t.sk. tiesību aktu un plānošanas dokumentu projektu izstrāde, atzinumu izvērtēšana un sniegšana, informācijas un datu apkopošana, aktualizēšana un analizēšana; Ministrijas viedokļa komunikācijā ar citām publiskām personām un privātpersonām pārstāvība, t.sk. ārvalstu institūcijās vai starptautiskajās organizācijās un Eiropas Savienības līmeņa sanāksmēs.";"Augstākā akadēmiskā vai otrā līmeņa augstākā profesionālā izglītība, vēlama tiesību zinātnēs vai ekonomikā; Pieredze darbā publisko iepirkumu vai publiskās un privātās partnerības jomā  ne mazāk kā trīs gadi pēdējo 5 gadu laikā; Pieredze tiesību aktu un politikas plānošanas dokumentu izstrādē tiks uzskatīta par priekšrocību; Vēlamas zināšanas par nozarēm, kas saistītas ar publiskā iepirkuma un publiskās un privātās partnerības  vai valsts nekustamo īpašumu pārvaldīšanas politiku (piemēram, projektu vadību, būvniecību); Labas zināšanas un izpratne par valsts pārvaldes struktūru un darbību, lēmumu pieņemšanas procesu; Labas angļu valodas zināšanas (spēja paust un aizstāvēt savu viedokli komunikācijā ar Eiropas Savienības institūcijām gan rakstiski, gan mutiski); Spēja strādāt paaugstinātas intensitātes apstākļos; Augsta atbildības sajūta un precizitāte; Atbilstība Valsts civildienesta likuma 7. panta prasībām.";Ministry of Finance
353;S;1999;n/a;n/a;Bakalaurs (profesionālais grāds);Nekustamā īpašuma pārvaldībā;n/a;n/a;n/a;n/a;2016;Nē;Nē;Jā;Nē;n/a;LV;FM;Finanšu;Politikas plānotājs;Vecākais eksperts;noraidīts;2023;"Valsts politikas publisko iepirkumu, publiskās un privātās partnerības jomā   izstrāde, t.sk. tiesību aktu un plānošanas dokumentu projektu izstrāde, atzinumu izvērtēšana un sniegšana, informācijas un datu apkopošana, aktualizēšana un analizēšana; Ministrijas viedokļa komunikācijā ar citām publiskām personām un privātpersonām pārstāvība, t.sk. ārvalstu institūcijās vai starptautiskajās organizācijās un Eiropas Savienības līmeņa sanāksmēs.";"Augstākā akadēmiskā vai otrā līmeņa augstākā profesionālā izglītība, vēlama tiesību zinātnēs vai ekonomikā; Pieredze darbā publisko iepirkumu vai publiskās un privātās partnerības jomā  ne mazāk kā trīs gadi pēdējo 5 gadu laikā; Pieredze tiesību aktu un politikas plānošanas dokumentu izstrādē tiks uzskatīta par priekšrocību; Vēlamas zināšanas par nozarēm, kas saistītas ar publiskā iepirkuma un publiskās un privātās partnerības  vai valsts nekustamo īpašumu pārvaldīšanas politiku (piemēram, projektu vadību, būvniecību); Labas zināšanas un izpratne par valsts pārvaldes struktūru un darbību, lēmumu pieņemšanas procesu; Labas angļu valodas zināšanas (spēja paust un aizstāvēt savu viedokli komunikācijā ar Eiropas Savienības institūcijām gan rakstiski, gan mutiski); Spēja strādāt paaugstinātas intensitātes apstākļos; Augsta atbildības sajūta un precizitāte; Atbilstība Valsts civildienesta likuma 7. panta prasībām.";Ministry of Finance
354;S;1999;n/a;n/a;Bakalaurs;Tirgzinībās un reklāmā;Maģistrs;Starptautiskajās attiecībās un diplomātijā;n/a;n/a;2021;Nē;Nē;Jā;Nē;n/a;RU;FM;Finanšu;Politikas plānotājs;Vecākais eksperts;noraidīts;2023;"Valsts politikas publisko iepirkumu, publiskās un privātās partnerības jomā   izstrāde, t.sk. tiesību aktu un plānošanas dokumentu projektu izstrāde, atzinumu izvērtēšana un sniegšana, informācijas un datu apkopošana, aktualizēšana un analizēšana; Ministrijas viedokļa komunikācijā ar citām publiskām personām un privātpersonām pārstāvība, t.sk. ārvalstu institūcijās vai starptautiskajās organizācijās un Eiropas Savienības līmeņa sanāksmēs.";"Augstākā akadēmiskā vai otrā līmeņa augstākā profesionālā izglītība, vēlama tiesību zinātnēs vai ekonomikā; Pieredze darbā publisko iepirkumu vai publiskās un privātās partnerības jomā  ne mazāk kā trīs gadi pēdējo 5 gadu laikā; Pieredze tiesību aktu un politikas plānošanas dokumentu izstrādē tiks uzskatīta par priekšrocību; Vēlamas zināšanas par nozarēm, kas saistītas ar publiskā iepirkuma un publiskās un privātās partnerības  vai valsts nekustamo īpašumu pārvaldīšanas politiku (piemēram, projektu vadību, būvniecību); Labas zināšanas un izpratne par valsts pārvaldes struktūru un darbību, lēmumu pieņemšanas procesu; Labas angļu valodas zināšanas (spēja paust un aizstāvēt savu viedokli komunikācijā ar Eiropas Savienības institūcijām gan rakstiski, gan mutiski); Spēja strādāt paaugstinātas intensitātes apstākļos; Augsta atbildības sajūta un precizitāte; Atbilstība Valsts civildienesta likuma 7. panta prasībām.";Ministry of Finance
